kanji,kana,hirakana
盛り上がる,もりあがる,もりあがる
漏る,もる,もる
漏れる,もれる,もれる
脆い,もろい,もろい
諸に,もろに,もろに
問,もん,もん
門,もん,もん
矢,や,や
館,やかた,やかた
軈て,やがて,やがて
喧しい,やかましい,やかましい
役立つ,やくだつ,やくだつ
役場,やくば,やくば
火傷,やけど,やけど
夜行,やこう,やこう
優,やさ,やさ
屋敷,やしき,やしき
養う,やしなう,やしなう
社,やしろ,やしろ
野心,やしん,やしん
易い,やすい,やすい
安っぽい,やすっぽい,やすっぽい
休める,やすめる,やすめる
矢鱈,やたら,やたら
夜中,やちゅう,やちゅう
奴,やっこ,やっこ
遣っ付ける,やっつける,やっつける
矢っ張り,やっぱり,やっぱり
野党,やとう,やとう
家主,やぬし,やぬし
病,やまい,やまい
闇,やみ,やみ
病む,やむ,やむ
やむを得ない,やむをえない,やむをえない
稍,やや,やや
ややこしい,ややこしい,ややこしい
遣り通す,やりとおす,やりとおす
やり遂げる,やりとげる,やりとげる
遣る,やる,やる
和らげる,やわらげる,やわらげる
ヤング,ヤング,やんぐ
優位,ゆうい,ゆうい
憂鬱,ゆううつ,ゆううつ
有益,ゆうえき,ゆうえき
優越,ゆうえつ,ゆうえつ
勇敢,ゆうかん,ゆうかん
有機,ゆうき,ゆうき
融資,ゆうし,ゆうし
優勢,ゆうせい,ゆうせい
優先,ゆうせん,ゆうせん
誘導,ゆうどう,ゆうどう
優美,ゆうび,ゆうび
有望,ゆうぼう,ゆうぼう
遊牧,ゆうぼく,ゆうぼく
夕焼け,ゆうやけ,ゆうやけ
幽霊,ゆうれい,ゆうれい
誘惑,ゆうわく,ゆうわく
歪む,ゆがむ,ゆがむ
茹でる,ゆでる,ゆでる
ゆとり,ゆとり,ゆとり
ユニーク,ユニーク,ゆにーく
ユニフォーム,ユニフォーム,ゆにふぉーむ
指差す,ゆびさす,ゆびさす
弓,ゆみ,ゆみ
揺らぐ,ゆらぐ,ゆらぐ
緩む,ゆるむ,ゆるむ
緩める,ゆるめる,ゆるめる
緩やか,ゆるやか,ゆるやか
世,よ,よ
良い,よい,よい
要因,よういん,よういん
溶液,ようえき,ようえき
養護,ようご,ようご
用紙,ようし,ようし
要する,ようする,ようする
養成,ようせい,ようせい
様相,ようそう,ようそう
洋灯,ようとう,ようとう
洋風,ようふう,ようふう
用法,ようほう,ようほう
要望,ようぼう,ようぼう
余暇,よか,よか
余興,よきょう,よきょう
預金,よきん,よきん
抑圧,よくあつ,よくあつ
抑制,よくせい,よくせい
欲深い,よくぶかい,よくぶかい
予言,よげん,よげん
寄越す,よこす,よこす
汚す,よごす,よごす
善し悪し,よしあし,よしあし
予想,よそう,よそう
よそ見,よそみ,よそみ
余地,よち,よち
因って,よって,よって
与党,よとう,よとう
呼び止める,よびとめる,よびとめる
夜更かし,よふかし,よふかし
夜更け,よふけ,よふけ
余程,よほど,よほど
読み上げる,よみあげる,よみあげる
寄りかかる,よりかかる,よりかかる
宜しく,よろしく,よろしく
世論,よろん,よろん
弱まる,よわまる,よわまる
弱める,よわめる,よわめる
弱る,よわる,よわる
来場,らいじょう,らいじょう
ライス,ライス,らいす
酪農,らくのう,らくのう
落下,らっか,らっか
楽観,らっかん,らっかん
ラベル,ラベル,らべる
ＬＡＭＰ,ランプ,らんぷ
ランプ,ランプ,らんぷ
乱用,らんよう,らんよう
理屈,りくつ,りくつ
利根,りこん,りこん
利子,りし,りし
利潤,りじゅん,りじゅん
理性,りせい,りせい
利息,りそく,りそく
立体,りったい,りったい
立法,りっぽう,りっぽう
利点,りてん,りてん
略語,りゃくご,りゃくご
流,りゅう,りゅう
流通,りゅうつう,りゅうつう
領海,りょうかい,りょうかい
両極,りょうきょく,りょうきょく
良好,りょうこう,りょうこう
良質,りょうしつ,りょうしつ
領地,りょうち,りょうち
領土,りょうど,りょうど
両立,りょうりつ,りょうりつ
旅客,りょかく,りょかく
旅券,りょけん,りょけん
履歴,りれき,りれき
理論,りろん,りろん
輪,りん,りん
林業,りんぎょう,りんぎょう
ルーズ,ルーズ,るーず
ルール,ルール,るーる
類似,るいじ,るいじ
類推,るいすい,るいすい
レース,レース,れーす
冷蔵,れいぞう,れいぞう
レギュラー,レギュラー,れぎゅらー
レクリエーション,レクリエーション,れくりえーしょん
レッスン,レッスン,れっすん
レディー,レディー,れでぃー
レバー,レバー,ればー
恋愛,れんあい,れんあい
連休,れんきゅう,れんきゅう
レンジ,レンジ,れんじ
連日,れんじつ,れんじつ
連帯,れんたい,れんたい
レンタカー,レンタカー,れんたかー
連中,れんちゅう,れんちゅう
レントゲン,レントゲン,れんとげん
連邦,れんぽう,れんぽう
連盟,れんめい,れんめい
ロープ,ロープ,ろーぷ
ローマ字,ローマじ,ろーまじ
老衰,ろうすい,ろうすい
朗読,ろうどく,ろうどく
浪費,ろうひ,ろうひ
六,ろく,ろく
碌な,ろくな,ろくな
碌に,ろくに,ろくに
ロマンチック,ロマンチック,ろまんちっく
論議,ろんぎ,ろんぎ
論理,ろんり,ろんり
和,わ,わ
我が儘,わがまま,わがまま
枠,わく,わく
惑星,わくせい,わくせい
技,わざ,わざ
態と,わざと,わざと
態々,わざわざ,わざわざ
煩わしい,わずらわしい,わずらわしい
渡り鳥,わたりどり,わたりどり
ワット,ワット,わっと
詫び,わび,わび
和風,わふう,わふう
和文,わぶん,わぶん
藁,わら,わら
割合に,わりあいに,わりあいに
割り込む,わりこむ,わりこむ
割り算,わりざん,わりざん
割引,わりびき,わりびき
悪者,わるもの,わるもの
